Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,Mode,TStep,Comment
375,SR9UV,439.337500,-,7.600000,,88.5,88.5,DV,12.5,Włodowice
377,SR9UVJ,439.500000,-,7.600000,,88.5,88.5,DV,12.5,Jaworzyna Krynicka
378,SR9UVJ,439.500000,-,7.600000,,88.5,88.5,DV,12.5,Jaworzyna krynicka
379,SR9UVJ-B,439.500000,-,7.600000,,88.5,88.5,DV,12.5,Krynica Zdrój - Jaworzyna (górna stacja kolejki gondolowej)
380,SR9UVJ-C,145.787500,-,0.600000,,88.5,88.5,DV,12.5,Krynica Zdrój - Jaworzyna (górna stacja kolejki gondolowej)
383,SR9UVP,439.362500,-,7.600000,,88.5,88.5,DV,12.5,Góra Koskowa POLKOMTEL
385,SR9UVZ,439.200000,-,7.600000,,88.5,88.5,DV,12.5,Góra Gubałówka EMITEL
388,SR9VJP,438.587500,-,7.600000,,88.5,88.5,DV,12.5,MUSZYNA
390,SR9VVO,439.437500,-,7.600000,,88.5,88.5,DV,12.5,Lichwin
391,SR9X,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Góra Gubałówka EMITEL
392,SR9Z,145.737500,-,0.600000,Tone,107.2,107.2,FM,12.5,Przehyba EMITEL
394,SR9ZAR,439.537500,-,7.600000,Tone,67.0,67.0,FM,12.5,Góra Żar
395,SR9ZHP,145.287500,+,0.000000,Tone,127.3,127.3,FM,12.5,Będzin
