Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,Mode,TStep,Comment
1563,OE7XKI,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Hohe Salve
1564,OE7XZR,145.575000,split,432.575000,,88.5,88.5,FM,12.5,Zugspitze
1565,OH0RAA,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Dalkarby
1566,OH1RAA,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Kaarina / Kuusisto
1567,OH1RAB,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Kiukainen
1568,OH1RAD,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Salo
1569,OH1RAE,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Kankaanpää
1570,OH1RAI,145.600000,-,0.600000,Tone,103.5,103.5,FM,12.5,Uusikaupunki
1571,OH1RAU,434.775000,-,1.000000,,88.5,88.5,FM,12.5,Turku (Åbo)
1572,OH1RAU,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Turku (Åbo)
1573,OH1RHU,29.680000,-,0.100000,,88.5,88.5,FM,12.5,Turku (Åbo)
1574,OH1RUB,434.725000,-,1.000000,,88.5,88.5,FM,12.5,Pori
1575,OH1RUD,434.700000,-,1.000000,,88.5,88.5,FM,12.5,Salo
1576,OH1RUE,434.700000,-,1.600000,,88.5,88.5,FM,12.5,Kankaanpää
1577,OH1RUF,434.975000,-,2.000000,,88.5,88.5,FM,12.5,Jämijärvi / Soinninvaara
1578,OH1RUH,434.850000,-,1.000000,,88.5,88.5,FM,12.5,Parainen
1579,OH1RUK,434.675000,-,1.000000,,88.5,88.5,FM,12.5,Rauma
1580,OH1RUL,434.650000,-,1.000000,,88.5,88.5,FM,12.5,Kokemäki
1581,OH1RUM,434.925000,-,2.000000,,88.5,88.5,FM,12.5,Koski
1582,OH1RUN,434.825000,-,1.000000,,88.5,88.5,FM,12.5,Uusikaupunki
1583,OH2RAA,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Helsinki
1584,OH2RAE,434.700000,-,1.000000,,88.5,88.5,FM,12.5,Loviisa
1585,OH2RAE,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Loviisa
1586,OH2RAH,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Karjaa
1587,OH2RAY,434.775000,-,1.000000,,88.5,88.5,FM,12.5,Artjärvi
1588,OH2RCH,145.787500,-,0.600000,,88.5,88.5,FM,12.5,Espoo / Juhanila
1589,OH2RCH,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Espoo / Kauniainen
1590,OH2RCH,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Lohja (Salimäki)
1591,OH2RCH,434.975000,-,1.600000,,88.5,88.5,FM,12.5,Espoo / Kauniainen
1592,OH2RCH,434.825000,-,2.000000,,88.5,88.5,FM,12.5,Espoo / Juhanila
1593,OH2RCH,434.975000,-,2.000000,,88.5,88.5,FM,12.5,Espoo
1594,OH2RUA,434.750000,-,2.000000,,88.5,88.5,FM,12.5,Helsinki
1595,OH2RUB,434.875000,-,2.000000,,88.5,88.5,FM,12.5,Porvoo
1596,OH2RUF,434.900000,-,2.000000,,88.5,88.5,FM,12.5,Vantaa
1597,OH2RUL,434.725000,-,1.000000,,88.5,88.5,FM,12.5,Lohja
1598,OH2RUP,434.650000,-,2.000000,,88.5,88.5,FM,12.5,Järvenpää
1599,OH3RAA,1297.050000,-,6.000000,,88.5,88.5,FM,12.5,Hämeenlinna
1600,OH3RAA,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Hämeenlinna
1601,OH3RAA,434.625000,-,2.000000,,88.5,88.5,FM,12.5,Hämeenlinna
1602,OH3RAC,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Lahti
1603,OH3RAC,434.600000,-,2.000000,,88.5,88.5,FM,12.5,Lahti
1604,OH3RAN,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Forssa
1605,OH3RAR,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Erkylä / Hausjärvi
1606,OH3RNE,1297.000000,-,6.000000,,88.5,88.5,FM,12.5,Tampere (Tammerfors)
1607,OH3RNE,434.850000,-,2.000000,,88.5,88.5,FM,12.5,Tampere City (Tammerfors)
1608,OH3RNE,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Tampere (Tammerfors)
1609,OH3RTR,51.950000,-,0.600000,,88.5,88.5,FM,12.5,Tampere (Tammerfors)
1610,OH3RTR,434.950000,-,2.000000,,88.5,88.5,FM,12.5,Tampere (Tammerfors)
1611,OH3RUD,434.800000,-,2.000000,,88.5,88.5,FM,12.5,Vesijako
1612,OH3RUR,434.675000,-,2.000000,,88.5,88.5,FM,12.5,Riihimäki
1613,OH3RUX,434.900000,-,2.000000,,88.5,88.5,FM,12.5,Virrat
1614,OH4RAB,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Pieksämäki
1615,OH4RAC,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Mikkeli
1616,OH4RAF,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Savonlinna
1617,OH4RUB,434.800000,-,2.000000,,88.5,88.5,FM,12.5,Pieksämäki
1618,OH4RUC,434.750000,-,1.000000,,88.5,88.5,FM,12.5,Mikkeli
1619,OH5RAA,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Kotka
1620,OH5RAB,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Joutseno
1621,OH5RAC,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Kuusankoski
1622,OH5RDF,434.625000,-,2.000000,,88.5,88.5,FM,12.5,Lappeenranta
1623,OH5RUB,434.775000,-,2.000000,,88.5,88.5,FM,12.5,Lappeenranta
1624,OH5RUG,1297.200000,-,6.000000,,88.5,88.5,FM,12.5,Kouvola
1625,OH5RUG,434.850000,-,1.000000,,88.5,88.5,FM,12.5,Kouvola
1626,OH5RUM,1297.075000,-,6.000000,,88.5,88.5,FM,12.5,Vehkalahti
1627,OH5RUM,434.925000,-,1.000000,,88.5,88.5,FM,12.5,Hamina / Vehkalahti
1628,OH6RAA,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Vaasa
1629,OH6RAD,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Jyväskylä
1630,OH6RAE,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Pihtipudas
1631,OH6RAG,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Jakobstad / Pietarsaari
1632,OH6RAH,434.675000,-,1.000000,,88.5,88.5,FM,12.5,Seinäjoki
1633,OH6RAH,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Seinäjoki
1634,OH6RAQ,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Jämsä / Himosvuori
1635,OH6RAR,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Närpiö
1636,OH6RAW,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Kokkola
1637,OH6RUA,434.750000,-,2.000000,,88.5,88.5,FM,12.5,Vaasa / Vaskiluoto
1638,OH6RUB,434.625000,-,1.000000,,88.5,88.5,FM,12.5,Lapua
1639,OH6RUC,434.900000,-,2.000000,,88.5,88.5,FM,12.5,Kaustinen
1640,OH6RUD,434.725000,-,2.000000,,88.5,88.5,FM,12.5,Jyväskylä
1641,OH6RUE,434.850000,-,2.000000,,88.5,88.5,FM,12.5,Viitasaari
1642,OH6RUF,434.600000,-,1.600000,,88.5,88.5,FM,12.5,Isojoki
1643,OH6RUG,434.700000,-,2.000000,,88.5,88.5,FM,12.5,Jakobstad / Pietarsaari
1644,OH6RUH,434.600000,-,2.000000,,88.5,88.5,FM,12.5,Saarijärvi / Hirvaanmäki
1645,OH6RUJ,434.650000,-,1.000000,,88.5,88.5,FM,12.5,Jyväskylä / Laajavuori
1646,OH6RUP,434.925000,-,1.000000,,88.5,88.5,FM,12.5,Teuva
1647,OH6RUQ,434.700000,-,1.000000,,88.5,88.5,FM,12.5,Jämsänkoski / Impivaara
1648,OH6RUR,434.800000,-,1.000000,,88.5,88.5,FM,12.5,Närpiö
1649,OH6RUT,434.875000,-,1.000000,,88.5,88.5,FM,12.5,Kauhajoki
1650,OH6RUW,434.800000,-,2.000000,,88.5,88.5,FM,12.5,Kokkola
1651,OH6RVC,51.850000,-,0.600000,,88.5,88.5,FM,12.5,Lapua
1652,OH6RVC,1297.425000,-,6.000000,,88.5,88.5,FM,12.5,Lapua
1653,OH7RAA,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Kuopio
1654,OH7RAB,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Joensuu
1655,OH7RAE,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Nurmes
1656,OH7RAI,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Iisalmi
1657,OH7RUA,434.700000,-,1.600000,,88.5,88.5,FM,12.5,Kuopio
1658,OH7RUB,434.650000,-,1.000000,,88.5,88.5,FM,12.5,Joensuu
1659,OH7RUI,434.750000,-,1.000000,,88.5,88.5,FM,12.5,Iisalmi
1660,OH7RUN,434.625000,-,1.600000,,88.5,88.5,FM,12.5,Varkaus
1661,OH8RAA,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Oulu
1662,OH8RAA,434.750000,-,2.000000,,88.5,88.5,FM,12.5,Oulu
1663,OH8RAC,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Kuusamo / Säynäjävaara
1664,OH8RAC,434.725000,-,1.000000,,88.5,88.5,FM,12.5,Kuusamo / Säynäjävaara
1665,OH8RAK,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Kajaani / Rouvankangas
1666,OH8RAU,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Nivala
1667,OH8RUB,434.675000,-,1.000000,,88.5,88.5,FM,12.5,Kajaani
1668,OH8RUD,434.975000,-,2.000000,,88.5,88.5,FM,12.5,Oulu
1669,OH8RUR,434.925000,-,2.000000,,88.5,88.5,FM,12.5,Pattijoki
1670,OH8RUU,434.600000,-,2.000000,,88.5,88.5,FM,12.5,Ylivieska
1671,OH9RAB,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Rovaniemi / Salmenvaara
1672,OH9RAC,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Kemijärvi
1673,OH9RAR,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Tervola
1674,OH9RAT,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Kolari / Yllästunturi
1675,OH9RUA,434.900000,-,1.600000,,88.5,88.5,FM,12.5,Kemi
1676,OH9RUB,434.700000,-,2.000000,,88.5,88.5,FM,12.5,Rovaniemi / Salmenvaara
1677,OH9RUR,434.775000,-,1.000000,,88.5,88.5,FM,12.5,Tornio / Röyttä
1678,OH9RUT,434.650000,-,1.000000,,88.5,88.5,FM,12.5,Yllästunturi
1679,OK0A,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Havlíčkův Brod - Květnov
1680,OK0AA,145.662500,-,0.600000,Tone,103.5,103.5,FM,12.5,Mešnice, okr. Pelhřimov
1681,OK0ABA,145.612500,-,0.600000,,88.5,88.5,FM,12.5,Brno - OK2KOJ při VUT
1682,OK0AC,145.762500,-,0.600000,Tone,88.5,88.5,FM,12.5,Drahlín
1683,OK0ACC,145.762500,-,0.600000,Tone,136.5,136.5,FM,12.5,Obecnice, Drahlín - Sádka
1684,OK0AD,145.600000,-,0.600000,Tone,88.5,88.5,FM,12.5,Ostrava-Poruba
1685,OK0AE,145.612500,-,0.600000,,88.5,88.5,FM,12.5,Krkavec
1686,OK0AG,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Třebíč - Dalešice
1687,OK0AH,145.737500,-,0.600000,,88.5,88.5,FM,12.5,Uherský Brod
1688,OK0B,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Jablonec
1689,OK0BAB,438.925000,-,7.600000,Tone,88.5,88.5,FM,12.5,Brno - Lesná
1690,OK0BAD,438.750000,-,7.600000,Tone,88.5,88.5,FM,12.5,Písek - Brdy
1691,OK0BAF,438.850000,-,7.600000,Tone,88.5,136.5,FM,12.5,Svratouch, Otava
1692,OK0BAF,438.600000,-,7.600000,,88.5,88.5,FM,12.5,Svratouch
1693,OK0BAJ,439.325000,-,7.600000,,88.5,88.5,FM,12.5,Jihlava
1694,OK0BAP,439.300000,-,7.600000,Tone,88.5,88.5,FM,12.5,Litomyšl - Libecina
1695,OK0BBF,439.125000,-,7.600000,Tone,88.5,88.5,FM,12.5,Suchý vrch - Orlické Hory
1696,OK0BBK,439.075000,-,7.600000,,88.5,88.5,FM,12.5,Kozákov u Semil
1697,OK0BC,438.700000,-,7.600000,Tone,136.5,88.5,FM,12.5,Lysá hora - Krkonoše
1698,OK0BCA,438.900000,-,7.600000,,88.5,88.5,FM,12.5,Liščí hora - Krkonoše
1699,OK0BCA,438.875000,-,7.600000,Tone,203.5,203.5,FM,12.5,Liščí hora - Krkonoše
1700,OK0BCN,438.775000,-,7.600000,Tone,82.5,82.5,FM,12.5,Náchod
1701,OK0BD,438.650000,-,7.600000,Tone,82.5,88.5,FM,12.5,Ostrava
1702,OK0BDL,439.425000,-,7.600000,Tone,82.5,82.5,FM,12.5,Lysá Hora
1703,OK0BDV,438.925000,-,7.600000,Tone,88.5,88.5,FM,12.5,Dobrá Voda u Nových Hradů
1704,OK0BE,438.650000,-,7.600000,Tone,88.5,88.5,FM,12.5,Klínovec
1705,OK0BEA,439.212500,-,7.600000,Tone,88.5,88.5,FM,12.5,Klášterec nad Ohří
1706,OK0BEZ,439.275000,-,7.600000,Tone,88.5,88.5,FM,12.5,Žatec
1707,OK0BF,439.275000,-,7.600000,Tone,88.5,88.5,FM,12.5,Holý kopec u Přerova
1708,OK0BG,438.850000,-,7.600000,Tone,88.5,88.5,FM,12.5,České Budějovice - komín teplárny 160 m
1709,OK0BH,439.000000,-,7.600000,Tone,88.5,88.5,FM,12.5,Děvín - Pálava
1710,OK0BHD,439.300000,-,7.600000,Tone,77.0,77.0,FM,12.5,Pozoříce
1711,OK0BHJ,439.225000,-,7.600000,Tone,88.5,88.5,FM,12.5,Karasín
1712,OK0BHS,439.250000,-,7.600000,Tone,88.5,88.5,FM,12.5,Travičná
1713,OK0BK,439.000000,-,7.600000,Tone,88.5,88.5,FM,12.5,Kladno
1714,OK0BKA,439.425000,-,7.600000,Tone,88.5,88.5,FM,12.5,Kněževes Praha - západ
1715,OK0BKO,439.325000,-,7.600000,Tone,88.5,88.5,FM,12.5,Blansko
1716,OK0BL,439.300000,-,7.600000,Tone,88.5,88.5,FM,12.5,Čerchov
1717,OK0BLI,439.100000,-,7.600000,Tone,88.5,88.5,FM,12.5,Přehrada Lipno, Černá v Pošumaví
1718,OK0BNH,438.625000,-,7.600000,Tone,88.5,88.5,FM,12.5,Černolice
1719,OK0BNJ,438.775000,-,7.600000,Tone,88.5,88.5,FM,12.5,Kozlov u Chyšek
1720,OK0BPI,438.212500,-,7.600000,,88.5,88.5,FM,12.5,Písek
1721,OK0BPL,438.675000,-,7.600000,Tone,88.5,88.5,FM,12.5,Plzeň - Radyně
1722,OK0BPT,439.075000,-,7.600000,Tone,88.5,88.5,FM,12.5,Prachatice - Libín
1723,OK0BR,438.725000,-,7.600000,Tone,77.0,88.5,FM,12.5,Praha - Brdy
1724,OK0BRN,439.375000,-,7.600000,Tone,103.5,103.5,FM,12.5,Brno - Kohoutovice
1725,OK0BRQ,439.550000,-,7.600000,Tone,77.0,77.0,FM,12.5,Brno - Kohoutovice
1726,OK0BRQ,439.450000,-,7.600000,,88.5,88.5,FM,12.5,Brno - Kohoutovice
1727,OK0BRT,439.200000,-,7.600000,,88.5,88.5,FM,12.5,Velké Popovice - Brtnice
1728,OK0BS,438.750000,-,7.600000,Tone,118.8,88.5,FM,12.5,Pardubice - Polabiny
1729,OK0BSJ,439.487500,-,7.600000,,88.5,88.5,FM,12.5,Svatý Jan nad Malší
1730,OK0BTA,438.800000,-,7.600000,Tone,88.5,88.5,FM,12.5,Jistebnice
1731,OK0BZ,439.150000,-,7.600000,Tone,88.5,88.5,FM,12.5,Znojmo, Cínová Hora
1732,OK0BZR,439.400000,-,7.600000,Tone,79.7,88.5,FM,12.5,Vysoké u Žďáru nad Sázavou
1733,OK0C,145.700000,-,0.600000,Tone,136.5,88.5,FM,12.5,Černá Hora
1734,OK0D,145.650000,-,0.600000,Tone,88.5,88.5,FM,12.5,Lysá Hora
1735,OK0DAN,438.912500,-,7.600000,Tone,88.5,88.5,FM,12.5,Čeradice (Žatec)
1736,OK0DAS,438.300000,-,7.600000,Tone,88.5,88.5,FM,12.5,Sněžka
1737,OK0DBF,438.350000,-,7.600000,,88.5,88.5,FM,12.5,Suchý vrch
1738,OK0DBY,439.325000,-,7.600000,,88.5,88.5,FM,12.5,Praha Strahov
1739,OK0DBZ,439.500000,-,7.600000,,88.5,88.5,FM,12.5,Bezděz
1741,OK0DHD,438.450000,-,7.600000,,88.5,88.5,FM,12.5,Blansko Šošůvka
1742,OK0DHD,145.587500,-,0.600000,,88.5,88.5,FM,12.5,Blansko Šošůvka
1743,OK0DHU,439.425000,-,7.600000,,88.5,88.5,FM,12.5,Humpolec
1744,OK0DIT,438.637500,-,7.600000,,88.5,88.5,FM,12.5,Devět Křížů
1745,OK0DJ,439.150000,-,7.600000,Tone,88.5,88.5,FM,12.5,Ještěd
1746,OK0DJ,439.150000,-,7.600000,,88.5,88.5,FM,12.5,Ještěd
1747,OK0DMR,439.475000,-,7.600000,,88.5,88.5,FM,12.5,Praha – Strahov
1748,OK0DNS,438.375000,-,7.600000,,88.5,88.5,FM,12.5,Ještědka
1749,OK0DOL,439.525000,-,7.600000,,88.5,88.5,FM,12.5,Olomouc – Lošov
1750,OK0DOV,439.487500,-,7.600000,Tone,88.5,88.5,FM,12.5,Ostrava-Poruba
1751,OK0DPA,438.625000,-,7.600000,,88.5,88.5,FM,12.5,Pavlov
1752,OK0DPL,439.500000,-,7.600000,,88.5,88.5,FM,12.5,Plzeň - město
1753,OK0DRB,439.487500,-,7.600000,,88.5,88.5,FM,12.5,Plaveč, Jesenice u Rakovníka
1754,OK0DRO,438.600000,-,7.600000,,88.5,88.5,FM,12.5,Rokycany
1755,OK0DSJ,438.625000,-,7.600000,,88.5,88.5,FM,12.5,Velký Javorník
1756,OK0DSK,438.600000,-,7.600000,Tone,88.5,88.5,FM,12.5,Kubánkov
1757,OK0DSL,438.325000,-,7.600000,,88.5,88.5,FM,12.5,Studená loučka
1758,OK0DUR,439.100000,-,7.600000,,88.5,88.5,FM,12.5,Určice
1759,OK0DV,439.275000,-,7.600000,,88.5,88.5,FM,12.5,Železné Hory
1760,OK0DZO,439.500000,-,7.600000,Tone,88.5,88.5,FM,12.5,Olomouc - Svatý Kopeček
1761,OK0E,145.650000,-,0.600000,Tone,100.0,100.0,FM,12.5,Klínovec
1762,OK0EB,145.575000,-,0.600000,,88.5,88.5,FM,12.5,Kleť - Blanský les
1763,OK0EB,439.175000,-,7.600000,Tone,77.0,77.0,FM,12.5,Kleť
1764,OK0F,145.775000,-,0.600000,Tone,136.5,88.5,FM,12.5,Suchý Vrch
1765,OK0G,145.587500,-,0.600000,Tone,77.0,77.0,FM,12.5,Libín, okres Prachatice
1766,OK0H,145.675000,-,0.600000,Tone,88.5,88.5,FM,12.5,Děvín
1767,OK0HCS,439.450000,-,7.600000,,88.5,88.5,FM,12.5,Praha 6 - Strahov
1768,OK0I,145.787500,-,0.600000,,88.5,88.5,FM,12.5,Teplice
1769,OK0K,145.750000,-,0.600000,Tone,88.5,88.5,FM,12.5,Kladno
1770,OK0KOP,439.200000,-,7.600000,,88.5,88.5,FM,12.5,Mikulčin Vrch
1771,OK0KRC,1258.200000,+,35.000000,,88.5,88.5,FM,12.5,Praha
1772,OK0KRC,1258.200000,+,35.000000,,88.5,88.5,FM,12.5,Praha
1773,OK0L,145.737500,-,0.600000,,88.5,88.5,FM,12.5,Klatovy
1774,OK0MF,51.970000,-,0.600000,Tone,88.5,88.5,FM,12.5,Suchý vrch, Orlické hory
1775,OK0MM,145.625000,-,0.600000,Tone,88.5,88.5,FM,12.5,Kozlov u Chyšek
1776,OK0N,145.600000,-,0.600000,Tone,88.5,88.5,FM,12.5,Praha - Žižkov
1777,OK0N,438.950000,-,7.600000,Tone,79.7,79.7,FM,12.5,Praha - Žižkov
1778,OK0NCC,439.550000,-,7.600000,Tone,88.5,88.5,FM,12.5,Cukrak
1779,OK0ND,439.025000,-,7.600000,Tone,203.5,203.5,FM,12.5,Praha Strahov
1780,OK0O,145.600000,-,0.600000,Tone,136.5,136.5,FM,12.5,Pohořany
1781,OK0OMX,439.525000,-,7.600000,,88.5,88.5,FM,12.5,Praha
1782,OK0OZL,145.637500,-,0.600000,Tone,136.5,136.5,FM,12.5,Zlín
1783,OK0OZL,438.725000,-,7.600000,Tone,88.5,88.5,FM,12.5,Zlín - Kudlov
1784,OK0PI,439.275000,-,7.600000,,88.5,88.5,FM,12.5,Jarník
1785,OK0PI,145.712500,-,0.600000,Tone,100.0,88.5,FM,12.5,Písek
1786,OK0POR,145.587500,-,0.600000,,88.5,88.5,FM,12.5,Vidovice
1787,OK0POR,439.487500,-,7.600000,,88.5,88.5,FM,12.5,Vidovice
1788,OK0PV,439.225000,-,7.600000,Tone,88.5,88.5,FM,12.5,Prostějov
1789,OK0PVD,439.225000,-,7.600000,,88.5,88.5,FM,12.5,Drahany
1790,OK0Q,439.375000,-,7.600000,,88.5,88.5,FM,12.5,Pardubice
1791,OK0S,145.787500,-,0.600000,Tone,118.8,88.5,FM,12.5,Pardubice - Polabiny
1792,OK0T,145.787500,-,0.600000,Tone,88.5,88.5,FM,12.5,Teplice - Doubravka
1793,OK0T,438.800000,-,7.600000,Tone,88.5,88.5,FM,12.5,Teplice - Doubravka
1794,OK0TAD,438.400000,-,7.600000,,88.5,88.5,FM,12.5,Milovice
1795,OK0X,439.350000,-,7.600000,Tone,88.5,88.5,FM,12.5,Praděd
1796,OK0YSF,145.612500,-,0.600000,Tone,71.9,71.9,FM,12.5,Kotvrdovice
1797,OK0Z,439.400000,-,7.600000,Tone,88.5,88.5,FM,12.5,Kelčský Javorník
1798,OK1CQC,144.837500,+,0.000000,,88.5,88.5,FM,12.5,Rokycany
1799,OK1HZ,438.100000,+,0.000000,,88.5,88.5,FM,12.5,Zlín-Malenovice
1800,OK1KHL,438.100000,+,0.000000,,88.5,88.5,FM,12.5,Holice - Kamenec
1801,OK1KVR,145.187500,+,0.600000,,88.5,88.5,FM,12.5,Vrchlabi
1802,OK2JF,438.100000,+,0.000000,,88.5,88.5,FM,12.5,Žďár nad Sázavou
1803,OK2JF,144.862500,+,0.000000,,88.5,88.5,FM,12.5,Vysoké
1804,OK2KVM,438.050000,+,0.000000,,88.5,88.5,FM,12.5,Cyrilov
1805,OK3JS,438.100000,+,0.000000,,88.5,88.5,FM,12.5,Vrbno pod Pradědem Železná
1806,OK4PS,438.050000,+,0.000000,,88.5,88.5,FM,12.5,Kroměříž
1807,OK5DM,438.100000,+,0.000000,,88.5,88.5,FM,12.5,Ústí nad Labem- Centrum
1808,OK5MV,438.050000,+,0.000000,,88.5,88.5,FM,12.5,Dráchov
1809,OM0OAA,438.625000,-,7.600000,Tone,67.0,67.0,FM,12.5,kóta Snoh - Hradisko
1810,OM0OAA,438.625000,-,7.600000,,88.5,88.5,FM,12.5, dočasne mesto Žilina
1811,OM0OAC,438.225000,-,7.600000,Tone,118.8,118.8,FM,12.5,Čadca, Drahošanka
1812,OM0OAD,438.550000,-,7.600000,Tone,67.0,67.0,FM,12.5,Kubínska hoľa
1813,OM0OAE,438.925000,-,7.600000,Tone,67.0,67.0,FM,12.5, kóta Snoh - Hradisko
1814,OM0OAF,439.125000,-,7.600000,,88.5,88.5,FM,12.5,Banská Bystrica, SR
1815,OM0ODB,438.325000,-,7.600000,,88.5,88.5,FM,12.5,Bratislava, Slavin
1816,OM0ODM,438.225000,-,7.600000,,88.5,88.5,FM,12.5,Kosice
1817,OM0ODP,438.275000,-,7.600000,Tone,118.8,118.8,FM,12.5,Štrbské Pleso
1818,OM0OET,439.225000,-,7.600000,Tone,77.0,77.0,FM,12.5,Nové Zámky
1819,OM0ONM,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Michalovce
1820,OM0OUA,439.137500,-,7.600000,Tone,118.8,118.8,FM,12.5,Veľká lúka, Martinské hole
1821,OM0OUA,439.137500,-,7.600000,Tone,118.8,118.8,FM,12.5,Martinske Hole - Velka Luka
1822,OM0OUB,439.325000,-,7.600000,Tone,77.0,77.0,FM,12.5,Bratislava, Slavin
1823,OM0OUE,439.150000,-,7.600000,,88.5,88.5,FM,12.5,Kosice
1824,OM0OUG,439.175000,-,7.600000,Tone,88.5,88.5,FM,12.5,Galanta
1825,OM0OUH,439.275000,-,7.600000,Tone,88.5,88.5,FM,12.5,Banska Bystrica - Hvezdaren Vartovka
1826,OM0OUH,439.275000,-,7.600000,Tone,88.5,88.5,FM,12.5,Banska Bystrica
1827,OM0OUI,145.600000,-,0.600000,Tone,88.5,88.5,FM,12.5,Zamek Stará Ľubovňa
1828,OM0OUJ,438.875000,-,7.600000,Tone,77.0,77.0,FM,12.5,Veľká Javorina
1829,OM0OUK,439.050000,-,7.600000,,88.5,88.5,FM,12.5,Kojšovská hoľa
1830,OM0OUL,438.975000,-,7.600000,,88.5,88.5,FM,12.5,Lučenec
1831,OM0OUN,439.300000,-,7.600000,Tone,88.5,88.5,FM,12.5,Veľký Inovec
1832,OM0OUP,439.100000,-,7.600000,,88.5,88.5,FM,12.5,Prešov
1833,OM0OUR,439.475000,-,7.600000,Tone,88.5,88.5,FM,12.5,Trnava
1834,OM0OUS,439.025000,-,0.600000,,88.5,88.5,FM,12.5,Stará Ľubovňa
1835,OM0OUT,439.100000,-,7.600000,Tone,88.5,88.5,FM,12.5,Trenčín
1836,OM0OUX,439.150000,-,7.600000,Tone,77.0,77.0,FM,12.5,Sitno
1837,OM0OUZ,439.250000,-,7.600000,,88.5,88.5,FM,12.5,Zvolen
1838,OM0OVQ,145.762500,-,0.600000,Tone,77.0,77.0,FM,12.5,Veľká Javorina
1839,OM0OVR,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Kráľova Hoľa
1840,OM0OVT,145.650000,-,0.600000,Tone,88.5,88.5,FM,12.5,Makovica
1841,OM0OVU,145.725000,-,0.600000,Tone,67.0,67.0,FM,12.5,Veľká lúka, Martinské hole
1842,OM0OVV,145.600000,-,0.600000,Tone,77.0,77.0,FM,12.5,Kamzík - Bratislava
1843,OM0OVY,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Rudník
1844,ON0AND,438.987500,-,7.600000,Tone,131.8,131.8,FM,12.5,Antwerp City Police Building
1845,ON0APS,438.362500,-,7.600000,Tone,79.7,79.7,FM,12.5,Dendermonde
1846,ON0GRC,439.250000,-,7.600000,Tone,79.7,79.7,FM,12.5,Gent
1847,ON0ODR,439.150000,-,7.600000,Tone,79.7,79.7,FM,12.5,Oudenaarde
1848,ON0ONZ,438.725000,-,7.600000,Tone,79.7,88.5,FM,12.5,Knokke-Heist
1849,ON0ORA,438.800000,-,7.600000,Tone,131.8,88.5,FM,12.5,Opwijk
1850,ON0OST,439.300000,-,7.600000,Tone,79.7,88.5,FM,12.5,Oostende
1851,ON0OV,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Gent
1852,OZ0REA,51.870000,-,0.600000,,88.5,88.5,FM,12.5,Naestved
1853,OZ0REC,145.712500,-,0.600000,,88.5,88.5,FM,12.5,Vordingborg
1854,OZ0REG,145.762500,-,0.600000,,88.5,88.5,FM,12.5,Glostrup
1855,OZ0REP,434.675000,-,2.000000,,88.5,88.5,FM,12.5,Spjald
