Channel Number,Receive Frequency,Transmit Frequency,Offset Frequency,Offset Direction,Operating Mode,Name,Show Name,Tone Mode,CTCSS,Rx CTCSS,DCS,Rx DCS,Skip,Step,Mask,Attenuator,Comment,IPO,
1690,439.2625,431.6625,7.600000,Minus,FM,SR5OK,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1691,439.05,431.45,7.600000,Minus,FM,SR5OS,On,Tone,67.0 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1692,145.725,145.125,0.600000,Minus,FM,SR5P,On,Tone,127.3 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1693,439.125,431.525,7.600000,Minus,FM,SR5PL,On,Tone,127.3 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1694,145.6625,145.0625,0.600000,Minus,FM,SR5PN,On,Tone,127.3 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1695,439.15,431.55,7.600000,Minus,FM,SR5POT,On,Tone,127.3 Hz,127.3 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1696,439.175,431.575,7.600000,Minus,FM,SR5PR,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1697,145.6,145,0.600000,Minus,FM,SR5R,On,Tone,127.3 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1698,438.925,431.325,7.600000,Minus,FM,SR5RA,On,Tone,118.8 Hz,118.8 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1699,145.7875,145.1875,0.600000,Minus,FM,SR5RAD,On,Tone,118.8 Hz,118.8 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1700,438.75,431.15,7.600000,Minus,FM,SR5RK,On,Tone,118.8 Hz,118.8 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1701,439.275,431.675,7.600000,Minus,FM,SR5RR,On,Tone,127.3 Hz,127.3 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1702,145.6125,145.0125,0.600000,Minus,FM,SR5S,On,Tone,127.3 Hz,127.3 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1703,438.75,431.15,7.600000,Minus,FM,SR5SE,On,Tone,127.3 Hz,127.3 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1704,145.775,145.175,0.600000,Minus,FM,SR5U,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1705,439.3,431.7,7.600000,Minus,FM,SR5UR,On,Tone,127.3 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1706,438.825,431.225,7.600000,Minus,FM,SR5VW,On,Tone,67.0 Hz,67.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1707,145.75,145.15,0.600000,Minus,FM,SR5W,On,Tone,127.3 Hz,127.3 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1708,439.35,431.75,7.600000,Minus,FM,SR5WA,On,Tone,127.3 Hz,127.3 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1709,438.3375,430.7375,7.600000,Minus,FM,SR5WAD,On,Tone,127.3 Hz,127.3 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1710,438.625,431.025,7.600000,Minus,FM,SR5WP,On,Tone,127.3 Hz,127.3 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1711,1298.575,1270.575,28.000000,Minus,FM,SR5WRX,On,None,88.5 Hz,127.3 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1712,438.4625,430.8625,7.600000,Minus,FM,SR5WWL,On,Tone,127.3 Hz,127.3 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1713,439,431.4,7.600000,Minus,FM,SR5WZ,On,Tone,127.3 Hz,127.3 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1714,439.25,431.65,7.600000,Minus,FM,SR5ZIP,On,Tone,127.3 Hz,127.3 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1715,145.587,145.587,0.000000,Plus,FM,SR5ZOC,On,Tone,127.3 Hz,127.3 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1716,438.7,431.1,7.600000,Minus,FM,SR5ZU,On,Tone,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1717,439.1125,431.5125,7.600000,Minus,FM,SR5ZZZ,On,Tone,127.3 Hz,127.3 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1718,439.4,431.8,7.600000,Minus,FM,SR6AA,On,Tone,67.0 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1719,438.95,431.35,7.600000,Minus,FM,SR6ACZ,On,Tone,103.5 Hz,103.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1720,145.7625,145.1625,0.600000,Minus,FM,SR6B,On,Tone,77.0 Hz,77.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1721,439.25,431.65,7.600000,Minus,FM,SR6C,On,Tone,67.0 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1722,439.1375,431.5375,7.600000,Minus,FM,SR6DA,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1723,439.475,431.875,7.600000,Minus,FM,SR6DKL,On,Tone,94.8 Hz,94.8 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1724,144.975,144.975,0.000000,Plus,FM,SR6DL,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1725,438.625,431.025,7.600000,Minus,FM,SR6DMO,On,Tone,94.8 Hz,94.8 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1726,145.6875,145.0875,0.600000,Minus,FM,SR6DST,On,Tone,123.0 Hz,123.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1727,145.75,145.15,0.600000,Minus,FM,SR6F,On,Tone,71.9 Hz,71.9 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1728,439.1875,431.5875,7.600000,Minus,FM,SR6FG,On,Tone,103.5 Hz,103.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1729,145.625,145.025,0.600000,Minus,FM,SR6G,On,Tone,94.8 Hz,94.8 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1730,438.75,431.15,7.600000,Minus,FM,SR6GL,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1731,145.675,145.075,0.600000,Minus,FM,SR6J,On,Tone,67.0 Hz,67.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1732,438.675,431.075,7.600000,Minus,FM,SR6JG,On,Tone,67.0 Hz,67.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1733,145.7375,145.1375,0.600000,Minus,FM,SR6K,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1734,439.125,431.525,7.600000,Minus,FM,SR6L,On,Tone,67.0 Hz,67.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1735,1298.6,1270.6,28.000000,Minus,FM,SR6LWB,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1736,439.2875,431.6875,7.600000,Minus,FM,SR6LWS,On,Tone,94.8 Hz,94.8 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1737,438.6,431,7.600000,Minus,FM,SR6LZM,On,Tone,103.5 Hz,103.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1738,438.725,431.125,7.600000,Minus,FM,SR6MA,On,Tone,94.8 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1739,439.3375,431.7375,7.600000,Minus,FM,SR6MI,On,Tone,67.0 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1740,439.3,431.7,7.600000,Minus,FM,SR6MRU,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1741,439.425,431.825,7.600000,Minus,FM,SR6NR,On,Tone,94.8 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1742,438.875,431.275,7.600000,Minus,FM,SR6OA,On,Tone,123.0 Hz,123.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1743,439.25,431.65,7.600000,Minus,FM,SR6OO,On,Tone,123.0 Hz,123.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1744,439.325,431.725,7.600000,Minus,FM,SR6OP,On,Tone,94.8 Hz,94.8 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1745,438.8,431.2,7.600000,Minus,FM,SR6PS,On,Tone,94.8 Hz,94.8 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1746,145.6,145,0.600000,Minus,FM,SR6R,On,Tone,103.5 Hz,103.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1747,438.1,430.5,7.600000,Minus,FM,SR6RC,On,Tone,103.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1748,145.7875,145.1875,0.600000,Minus,FM,SR6S,On,Tone,94.8 Hz,94.8 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1749,431.8125,439.4125,7.600000,Plus,FM,SR6SO,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1750,439.225,431.625,7.600000,Minus,FM,SR6TT,On,Tone,67.0 Hz,67.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1751,439.2625,431.6625,7.600000,Minus,FM,SR6UKB,On,Tone,94.8 Hz,94.8 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1752,438.5375,430.9375,7.600000,Minus,FM,SR6UPK,On,Tone,67.0 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1753,439.3875,431.7875,7.600000,Minus,FM,SR6UVO,On,Tone,94.8 Hz,94.8 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1754,439.4125,431.8125,7.600000,Minus,FM,SR6UVX,On,Tone,103.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1755,439.2125,431.6125,7.600000,Minus,FM,SR6UVY,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1756,145.6625,145.0625,0.600000,Minus,FM,SR6W,On,Tone,94.8 Hz,94.8 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1757,439.3625,431.7625,7.600000,Minus,FM,SR6WB,On,Tone,94.8 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1758,438.85,431.25,7.600000,Minus,FM,SR6WR,On,Tone,103.5 Hz,103.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1759,430.175,70.26,359.915000,Minus,FM,SR6WRC,On,Tone,103.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1760,438.925,431.325,7.600000,Minus,FM,SR6WS,On,Tone,94.8 Hz,94.8 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1761,439.075,431.475,7.600000,Minus,FM,SR6WY,On,Tone,71.9 Hz,71.9 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1762,145.6375,145.0375,0.600000,Minus,FM,SR6Z,On,Tone,67.0 Hz,67.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1763,145.275,144.675,0.600000,Minus,FM,SR7ABZ,On,Tone,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1764,145.2375,145.2375,0.000000,Plus,FM,SR7BU,On,Tone,77.0 Hz,77.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1765,438.5625,430.9625,7.600000,Minus,FM,SR7DBZ,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1766,145.7625,145.1625,0.600000,Minus,FM,SR7E,On,Tone,77.0 Hz,77.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1767,438.2625,430.6625,7.600000,Minus,FM,SR7KFX,On,Tone,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1768,145.275,433.25,287.975000,Plus,FM,SR7KGO,On,Tone,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1769,145.275,433.25,287.975000,Plus,FM,SR7KGO,On,Tone,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1770,438.725,431.125,7.600000,Minus,FM,SR7KI,On,Tone,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1771,439.425,431.825,7.600000,Minus,FM,SR7KP,On,Tone,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1772,438.925,431.325,7.600000,Minus,FM,SR7KU,On,Tone,82.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1773,145.675,145.075,0.600000,Minus,FM,SR7L,On,Tone,77.0 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1774,439.55,431.95,7.600000,Minus,FM,SR7LA,On,Tone,77.0 Hz,77.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1775,439.075,431.475,7.600000,Minus,FM,SR7LD,On,Tone,77.0 Hz,77.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1776,438.35,430.75,7.600000,Minus,FM,SR7LDZ,On,Tone,77.0 Hz,77.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1777,1298.75,1270.75,28.000000,Minus,FM,SR7LK,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1778,438.875,431.275,7.600000,Minus,FM,SR7LLX,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1779,438.875,431.275, ,Split,FM,SR7LLX,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1780,439.2,431.6,7.600000,Minus,FM,SR7LM,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1781,1298.7,1270.7,28.000000,Minus,FM,SR7LO,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1782,145.6625,145.0625,0.600000,Minus,FM,SR7O,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1783,439.475,431.875,7.600000,Minus,FM,SR7OS,On,Tone,71.9 Hz,71.9 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1784,439.4,431.8,7.600000,Minus,FM,SR7PA,On,Tone,77.0 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1785,438.65,431.05,7.600000,Minus,FM,SR7PB,On,None,88.5 Hz,118.8 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1786,439.325,431.725,7.600000,Minus,FM,SR7SC,On,Tone,118.8 Hz,118.8 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1787,438.825,431.225,7.600000,Minus,FM,SR7SI,On,Tone,77.0 Hz,77.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1788,439.15,431.55,7.600000,Minus,FM,SR7ST,On,Tone,110.9 Hz,110.9 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1789,439.1875,431.5875,7.600000,Minus,FM,SR7SZ,On,Tone,110.9 Hz,110.9 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1790,438.125,145.3,292.825000,Minus,FM,SR7TCW,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1791,438.125,145.3,292.825000,Minus,FM,SR7TCW,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1792,438.675,431.075,7.600000,Minus,FM,SR7TM,On,Tone,118.8 Hz,118.8 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1793,145.625,145.025,0.600000,Minus,FM,SR7V,On,Tone,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1794,439.1125,431.5125,7.600000,Minus,FM,SR7VV,On,Tone,77.0 Hz,77.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1795,145.7,145.1,0.600000,Minus,FM,SR7W,On,None,88.5 Hz,77.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1796,439,431.4,7.600000,Minus,FM,SR7WI,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1797,439.55,431.95,7.600000,Minus,FM,SR7WU,On,Tone,123.0 Hz,123.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1798,145.6,145,0.600000,Minus,FM,SR7Z,On,Tone,77.0 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1799,438.9,431.3,7.600000,Minus,FM,SR7ZD,On,Tone,77.0 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1800,438.95,431.35,7.600000,Minus,FM,SR7ZG,On,Tone,77.0 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1801,438.95,431.35, ,Split,FM,SR7ZG,On,Tone,77.0 Hz,77.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1802,439.35,431.75,7.600000,Minus,FM,SR8AGA,On,Tone,103.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1803,29.69,29.59,0.100000,Minus,FM,SR8AR,On,Tone,127.3 Hz,127.3 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1804,29.69,29.59,0.100000,Minus,FM,SR8AR,On,Tone,127.3 Hz,127.3 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1805,145.7875,145.1875,0.600000,Minus,FM,SR8B,On,Tone,71.9 Hz,71.9 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1806,438.875,431.275,7.600000,Minus,FM,SR8BB,On,Tone,103.5 Hz,103.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1807,438.875,431.275,7.600000,Minus,FM,SR8BD,On,Tone,103.5 Hz,103.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1808,438.9,431.3,7.600000,Minus,FM,SR8BI,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1809,438.65,431.05,7.600000,Minus,FM,SR8BP,On,Tone,79.7 Hz,79.7 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1810,438.675,431.075,7.600000,Minus,FM,SR8CH,On,Tone,77.0 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1811,145.65,145.05,0.600000,Minus,FM,SR8D,On,Tone,79.7 Hz,79.7 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1812,439.3,431.7,7.600000,Minus,FM,SR8DE,On,Tone,103.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1813,438.425,430.825,7.600000,Minus,FM,SR8DEF,On,Tone,103.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1814,439,431.4,7.600000,Minus,FM,SR8DU,On,Tone,71.9 Hz,71.9 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1815,439.2,431.6,7.600000,Minus,FM,SR8ET,On,Tone,71.9 Hz,71.9 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1816,434.4,434.4,0.000000,Plus,FM,SR8FM,On,Tone,77.0 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1817,145.725,145.125,0.600000,Minus,FM,SR8GA,On,Tone,77.0 Hz,77.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1818,439.375,431.775,7.600000,Minus,FM,SR8GDM,On,Tone,77.0 Hz,77.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1819,145.7,145.1,0.600000,Minus,FM,SR8J,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1820,439.25,431.65,7.600000,Minus,FM,SR8JR,On,Tone,67.0 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1821,438.8,431.2,7.600000,Minus,FM,SR8JS,On,None,88.5 Hz,103.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1822,145.6,145,0.600000,Minus,FM,SR8K,On,Tone,71.9 Hz,71.9 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1823,439.575,431.975,7.600000,Minus,FM,SR8KP,On,Tone,71.9 Hz,71.9 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1824,438.625,431.025,7.600000,Minus,FM,SR8KR,On,Tone,103.5 Hz,103.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1825,438.925,431.325,7.600000,Minus,FM,SR8KSR,On,Tone,103.5 Hz,103.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1826,145.675,145.075,0.600000,Minus,FM,SR8L,On,Tone,67.0 Hz,67.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1827,51.81,51.21,0.600000,Minus,FM,SR8L6M,On,Tone,67.0 Hz,67.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1828,438.575,430.975,7.600000,Minus,FM,SR8LBD,On,Tone,77.0 Hz,77.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1829,29.67,29.57,0.100000,Minus,FM,SR8LBL,On,Tone,71.9 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1830,438.55,430.95,7.600000,Minus,FM,SR8LKR,On,Tone,67.0 Hz,67.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1831,1298.7,1270.7,28.000000,Minus,FM,SR8LL,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1832,439.25,431.65,7.600000,Minus,FM,SR8LLB,On,Tone,77.0 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1833,438.675,431.075,7.600000,Minus,FM,SR8LN,On,Tone,67.0 Hz,67.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1834,439.025,431.425,7.600000,Minus,FM,SR8LSW,On,Tone,110.9 Hz,110.9 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1835,439.05,431.45,7.600000,Minus,FM,SR8LU,On,Tone,67.0 Hz,67.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1836,439.4,431.8,7.600000,Minus,FM,SR8LUB,On,Tone,77.0 Hz,77.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1837,438.7,431.1,7.600000,Minus,FM,SR8LW,On,Tone,67.0 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1838,439.1375,431.5375,7.600000,Minus,FM,SR8LWB,On,Tone,67.0 Hz,67.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1839,50.54,432.6, ,Split,FM,SR8MBR,On,Tone,71.9 Hz,71.9 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1840,50.54,432.6,382.060000,Plus,FM,SR8MBR,On,Tone,71.9 Hz,71.9 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1841,438.825,431.225,7.600000,Minus,FM,SR8NA,On,Tone,71.9 Hz,71.9 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1842,145.7625,145.1625,0.600000,Minus,FM,SR8NP,On,None,88.5 Hz,186.2 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1843,439.0875,431.4875,7.600000,Minus,FM,SR8PL,On,Tone,118.8 Hz,118.8 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1844,438.9,431.3,7.600000,Minus,FM,SR8PPN,On,Tone,67.0 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1845,438.85,431.25,7.600000,Minus,FM,SR8PU,On,Tone,118.8 Hz,118.8 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1846,145.675,145.075,0.600000,Minus,FM,SR8R,On,Tone,71.9 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1847,438.5,430.9,7.600000,Minus,FM,SR8RJS,On,Tone,103.5 Hz,103.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1848,51.75,51.25,0.500000,Minus,FM,SR8RJS,On,Tone,103.5 Hz,103.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1849,145.2875,145.2875,0.000000,Plus,FM,SR8RSC,On,Tone,71.9 Hz,71.9 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1850,433.5375,433.5375,0.000000,Plus,FM,SR8RW,On,Tone,77.0 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1851,439.25,431.65,7.600000,Minus,FM,SR8RZ,On,Tone,71.9 Hz,71.9 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1852,439.2875,431.6875,7.600000,Minus,FM,SR8RZE,On,Tone,71.9 Hz,71.9 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1853,145.7125,145.1125,0.600000,Minus,FM,SR8S,On,Tone,123.0 Hz,123.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1854,439.325,431.725,7.600000,Minus,FM,SR8SD,On,Tone,123.0 Hz,123.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1855,438.65,431.05,7.600000,Minus,FM,SR8SM,On,Tone,123.0 Hz,123.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1856,145.725,145.125,0.600000,Minus,FM,SR8T,On,Tone,103.5 Hz,103.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1857,438.95,431.35,7.600000,Minus,FM,SR8TA,On,Tone,103.5 Hz,103.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1858,145.3375,145.3375,0.000000,Plus,FM,SR8TPM,On,Tone,71.9 Hz,71.9 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1859,29.69,29.59,0.100000,Minus,FM,SR8TR,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1860,145.6875,145.0875,0.600000,Minus,FM,SR8U,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1861,145.6125,145.0125,0.600000,Minus,FM,SR8V,On,Tone,103.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1862,438.975,431.375,7.600000,Minus,FM,SR8WD,On,Tone,103.5 Hz,103.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1863,145.7,145.1,0.600000,Minus,FM,SR8X,On,Tone,118.8 Hz,118.8 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1864,145.65,145.05,0.600000,Minus,FM,SR8Y,On,Tone,123.0 Hz,123.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1865,145.75,145.15,0.600000,Minus,FM,SR8Z,On,Tone,77.0 Hz,77.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1866,439.275,431.675,7.600000,Minus,FM,SR8ZA,On,Tone,77.0 Hz,77.0 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1867,145.775,145.175,0.600000,Minus,FM,SR9A,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
1868,51.99,51.39,0.600000,Minus,FM,SR9ABC,On,None,88.5 Hz,88.5 Hz,023,023,Off,12.5 kHz,Off,Off,,Off,
